"gene_names","gene_ids"
"nipsnap3a","ENSPFOG00000001454"
"noa1","ENSPFOG00000001578"
"arap3","ENSPFOG00000001918"
"si:dkeyp-110e4.11","ENSPFOG00000002528"
"tgfbi","ENSPFOG00000002709"
"exosc3","ENSPFOG00000002984"
"b4galt1l","ENSPFOG00000003048"
"rest","ENSPFOG00000003274"
"F2RL3","ENSPFOG00000020514"
"TBC1D9B","ENSPFOG00000003351"
"fgfrl1a","ENSPFOG00000003381"
"ensembl","ENSPFOG00000024021"
"si:ch211-255i20.3","ENSPFOG00000003467"
"spon2b","ENSPFOG00000003474"
"ensembl","ENSPFOG00000003535"
"maea","ENSPFOG00000003711"
"hnrnpa0l","ENSPFOG00000020515"
"ensembl","ENSPFOG00000003857"
"KLHL3","ENSPFOG00000003875"
"fam13b","ENSPFOG00000004272"
"cxcl14","ENSPFOG00000004576"
"E2F1","ENSPFOG00000013828"
"znf341","ENSPFOG00000013875"
"ITCH(1of2)","ENSPFOG00000013961"
"ensembl","ENSPFOG00000021701"
"ensembl","ENSPFOG00000014174"
"vdra","ENSPFOG00000014233"
"ensembl","ENSPFOG00000014224"
"ensembl","ENSPFOG00000014315"
"ensembl","ENSPFOG00000014316"
"ensembl","ENSPFOG00000024556"
"ensembl","ENSPFOG00000022811"
"MYC(3of3)","ENSPFOG00000018966"
"fam49ba","ENSPFOG00000018973"
"PHB2(2of2)","ENSPFOG00000018982"
"ensembl","ENSPFOG00000021363"
"ensembl","ENSPFOG00000021651"
"ensembl","ENSPFOG00000018994"
"ensembl","ENSPFOG00000020561"
"dlg1l","ENSPFOG00000019022"
"ensembl","ENSPFOG00000024355"
"nmnat2","ENSPFOG00000019079"
"lamc2","ENSPFOG00000019106"
"ensembl","ENSPFOG00000019152"
"lamc1","ENSPFOG00000019174"
"ensembl","ENSPFOG00000021132"
"rasal2","ENSPFOG00000019205"
"ensembl","ENSPFOG00000019215"
"smg7","ENSPFOG00000019219"
"ensembl","ENSPFOG00000021628"
"hsf1","ENSPFOG00000003038"
"ensembl","ENSPFOG00000022937"
"ensembl","ENSPFOG00000023341"
"ensembl","ENSPFOG00000003185"
"ensembl","ENSPFOG00000019913"
"ensembl","ENSPFOG00000023569"
"ensembl","ENSPFOG00000023562"
"ensembl","ENSPFOG00000003187"
"ensembl","ENSPFOG00000023686"
"ensembl","ENSPFOG00000003201"
"ensembl","ENSPFOG00000003249"
"ensembl","ENSPFOG00000023915"
"ensembl","ENSPFOG00000022222"
"ensembl","ENSPFOG00000003255"
"ensembl","ENSPFOG00000003263"
"ensembl","ENSPFOG00000003266"
"rnmt","ENSPFOG00000003283"
"abrab","ENSPFOG00000003389"
"ensembl","ENSPFOG00000003410"
"ensembl","ENSPFOG00000003487"
"ensembl","ENSPFOG00000003502"
"ensembl","ENSPFOG00000003505"
"ensembl","ENSPFOG00000003507"
"ensembl","ENSPFOG00000003509"
"ensembl","ENSPFOG00000022753"
"ensembl","ENSPFOG00000003515"
"ensembl","ENSPFOG00000024551"
"syndig1l","ENSPFOG00000015059"
"ensembl","ENSPFOG00000022492"
"vrtn","ENSPFOG00000015078"
"SLC25A29(2of3)","ENSPFOG00000015090"
"SLC25A29(3of3)","ENSPFOG00000021854"
"slc25a47a","ENSPFOG00000015116"
"DIO3(2of2)","ENSPFOG00000015160"
"ppp2r5cb","ENSPFOG00000015162"
"hsp90aa1.2","ENSPFOG00000015166"
"hsp90aa1.1","ENSPFOG00000015241"
"wdr20b","ENSPFOG00000015299"
"mgat2","ENSPFOG00000020835"
"rps29","ENSPFOG00000015337"
"org","ENSPFOG00000000938"
"si:dkey-3k20.4","ENSPFOG00000024365"
"C19orf35","ENSPFOG00000022513"
"oaz1a","ENSPFOG00000000962"
"ensembl","ENSPFOG00000001007"
"amh","ENSPFOG00000001033"
"dot1l","ENSPFOG00000001183"
"ell","ENSPFOG00000001842"
"fkbp8","ENSPFOG00000002003"
"ssbp4","ENSPFOG00000002131"
"tmem59l","ENSPFOG00000002415"
"crlf1b","ENSPFOG00000002489"
"C19orf60","ENSPFOG00000002562"
"fam78bb","ENSPFOG00000002589"
"slc35a3a","ENSPFOG00000002609"
"notch2(1of2)","ENSPFOG00000002860"
"ensembl","ENSPFOG00000022983"
"prkx","ENSPFOG00000002130"
"mxra5a","ENSPFOG00000002257"
"gyg2","ENSPFOG00000002359"
"cd99","ENSPFOG00000002421"
"dhrsx(1of2)","ENSPFOG00000002426"
"dhrsx(2of2)","ENSPFOG00000024465"
"sowahcb(1of2)","ENSPFOG00000002481"
"cep70","ENSPFOG00000002495"
"ADARB1(1of2)","ENSPFOG00000002564"
"fam207a","ENSPFOG00000002744"
"plcd4a","ENSPFOG00000002820"
"rcan1b","ENSPFOG00000003301"
"ensembl","ENSPFOG00000003304"
"urp2","ENSPFOG00000024250"
"ensembl","ENSPFOG00000000769"
"ensembl","ENSPFOG00000000777"
"irs2a","ENSPFOG00000000788"
"lig4","ENSPFOG00000000797"
"fam155a","ENSPFOG00000000827"
"CCKBR(1of2)","ENSPFOG00000000880"
"cpo","ENSPFOG00000001020"
"trim25l","ENSPFOG00000001286"
"trak2","ENSPFOG00000001467"
"STRADB","ENSPFOG00000001632"
"ensembl","ENSPFOG00000002085"
"ensembl","ENSPFOG00000003290"
"fdx1","ENSPFOG00000003306"
"ARHGAP20(1of2)","ENSPFOG00000003344"
"pspc1","ENSPFOG00000003362"
"lypd6","ENSPFOG00000003498"
"MMADHC(1of2)","ENSPFOG00000003531"
"rnd3b(1of2)","ENSPFOG00000003669"
"TXNDC15(2of2)","ENSPFOG00000023006"
"C5orf24(2of3)","ENSPFOG00000020034"
"ddx46","ENSPFOG00000004966"
"camlg(2of2)","ENSPFOG00000021767"
"ensembl","ENSPFOG00000005205"
"camlg(1of2)","ENSPFOG00000005220"
"sec24a","ENSPFOG00000005299"
"sar1b","ENSPFOG00000005666"
"jade2","ENSPFOG00000005729"
"cdkn2aipnl","ENSPFOG00000005930"
"ube2b","ENSPFOG00000023925"
"ensembl","ENSPFOG00000005944"
"skp1","ENSPFOG00000006019"
"tcf7","ENSPFOG00000006026"
"vdac1(2of2)","ENSPFOG00000006166"
"samd11","ENSPFOG00000019034"
"noc2l","ENSPFOG00000019047"
"ensembl","ENSPFOG00000022016"
"klhl17","ENSPFOG00000019063"
"plekhn1","ENSPFOG00000019078"
"si:dkey-98j1.5","ENSPFOG00000024427"
"her9","ENSPFOG00000019084"
"tmem201","ENSPFOG00000019085"
"pik3cd","ENSPFOG00000019098"
"ctnnbip1","ENSPFOG00000021679"
"clstn1(2of2)","ENSPFOG00000019143"
"ppp4r4","ENSPFOG00000001786"
"serpina10a","ENSPFOG00000002149"
"xrcc3","ENSPFOG00000002199"
"ensembl","ENSPFOG00000002266"
"btbd6b","ENSPFOG00000002547"
"E2F6(1of2)","ENSPFOG00000002604"
"myt1la","ENSPFOG00000002613"
"rnaseh1","ENSPFOG00000002841"
"rps7","ENSPFOG00000002935"
"SNORA73","ENSPFOG00000021313"
"SNORA73","ENSPFOG00000021119"
"SNORA73","ENSPFOG00000021337"
"ndufaf7","ENSPFOG00000002988"
"ensembl","ENSPFOG00000003177"
"ipcef1","ENSPFOG00000003696"
"cebpz","ENSPFOG00000003831"
"NKX2-4(1of2)","ENSPFOG00000004150"
"xrn2","ENSPFOG00000004182"
"ensembl","ENSPFOG00000004659"
"ensembl","ENSPFOG00000021240"
"ensembl","ENSPFOG00000020330"
"CFAP61","ENSPFOG00000004686"
"crnkl1","ENSPFOG00000005102"
"naa20","ENSPFOG00000005287"
"cd109","ENSPFOG00000005419"
"col12a1b(2of2)","ENSPFOG00000006502"
"cox7a2a","ENSPFOG00000007774"
"tmem30ab","ENSPFOG00000007828"
"ensembl","ENSPFOG00000021060"
"filip1b","ENSPFOG00000007959"
"slc29a1a","ENSPFOG00000004169"
"atl2","ENSPFOG00000004373"
"OLIG3","ENSPFOG00000004604"
"si:ch73-52p7.1","ENSPFOG00000019993"
"ensembl","ENSPFOG00000004643"
"il22ra2","ENSPFOG00000004664"
"si:ch211-120p12.3","ENSPFOG00000004712"
"pcnxl2","ENSPFOG00000005016"
"rgs17","ENSPFOG00000005490"
"oprm1","ENSPFOG00000005529"
"sf3b5","ENSPFOG00000019994"
"phactr2","ENSPFOG00000005591"
"U5","ENSPFOG00000021071"
"NAT6","ENSPFOG00000000985"
"hyal3","ENSPFOG00000001050"
"si:dkey-20d21.12","ENSPFOG00000001142"
"amt","ENSPFOG00000001187"
"ifrd2","ENSPFOG00000001407"
"zgc:136971","ENSPFOG00000001740"
"sema3b(1of3)","ENSPFOG00000002112"
"sema3bl(1of2)","ENSPFOG00000002896"
"sema3b(2of3)","ENSPFOG00000003256"
"sema3b(3of3)","ENSPFOG00000003425"
"sema3bl(2of2)","ENSPFOG00000003544"
"ensembl","ENSPFOG00000003655"
"tbc1d32(2of2)","ENSPFOG00000024703"
"tbc1d32(1of2)","ENSPFOG00000001553"
"hsdl1","ENSPFOG00000002169"
"cx34.5","ENSPFOG00000002246"
"cx32.3","ENSPFOG00000020414"
"cx28.1","ENSPFOG00000002277"
"C1orf198","ENSPFOG00000002289"
"clec11a","ENSPFOG00000002331"
"ensembl","ENSPFOG00000002350"
"ttc13","ENSPFOG00000002373"
"arv1","ENSPFOG00000002753"
"fam89a","ENSPFOG00000002818"
"SPRTN","ENSPFOG00000002831"
"exoc8","ENSPFOG00000002894"
"TRIM67","ENSPFOG00000002955"
"C1orf131","ENSPFOG00000003084"
"gnpat","ENSPFOG00000003158"
"rpl19(1of2)","ENSPFOG00000005370"
"gpam","ENSPFOG00000005430"
"si:ch73-205h11.1","ENSPFOG00000005658"
"ghdc","ENSPFOG00000005691"
"KCNH4(2of3)","ENSPFOG00000021721"
"rab5c(1of3)","ENSPFOG00000005901"
"ZNF385C(1of2)","ENSPFOG00000005958"
"DNAJC7(1of2)","ENSPFOG00000006041"
"aclyb","ENSPFOG00000006060"
"klhl11","ENSPFOG00000006794"
"NT5C3B(1of2)","ENSPFOG00000006819"
"fkbp10b","ENSPFOG00000006908"
"P3H4(1of2)","ENSPFOG00000007062"
"adam11","ENSPFOG00000007266"
"dbf4b","ENSPFOG00000008078"
"GJC1(2of2)","ENSPFOG00000020741"
"myo5c","ENSPFOG00000022053"
"myo5ab","ENSPFOG00000002550"
"rsl24d1","ENSPFOG00000003472"
"prtgb","ENSPFOG00000003491"
"RFX7(2of2)","ENSPFOG00000003977"
"TCF12(1of2)","ENSPFOG00000004140"
"CGNL1(2of2)","ENSPFOG00000004184"
"AQP9(1of2)","ENSPFOG00000004271"
"adam10b","ENSPFOG00000004357"
"fan1","ENSPFOG00000004750"
"apba2a","ENSPFOG00000004900"
"DUOXA1","ENSPFOG00000004971"
"duox","ENSPFOG00000005147"
"ensembl","ENSPFOG00000005565"
"slc27a2b","ENSPFOG00000005710"
"cep152(2of2)","ENSPFOG00000023787"
"cpm","ENSPFOG00000000867"
"ensembl","ENSPFOG00000000963"
"TRHDE","ENSPFOG00000001236"
"ensembl","ENSPFOG00000023125"
"si:ch211-214k5.3(3of5)","ENSPFOG00000022693"
"wu:fc75a09","ENSPFOG00000021690"
"patl1","ENSPFOG00000007768"
"mtus1b","ENSPFOG00000008014"
"mtmr7b","ENSPFOG00000008060"
"pmm2","ENSPFOG00000008358"
"ensembl","ENSPFOG00000019935"
"hmgb2a","ENSPFOG00000008464"
"wdr17","ENSPFOG00000008516"
"U2","ENSPFOG00000021243"
"hpgd","ENSPFOG00000009149"
"glra3","ENSPFOG00000009236"
"dok1a","ENSPFOG00000009433"
"ensembl","ENSPFOG00000009451"
"ensembl","ENSPFOG00000019936"
"ensembl","ENSPFOG00000009531"
"map1lc3c","ENSPFOG00000009539"
"strn","ENSPFOG00000009609"
"btbd3a","ENSPFOG00000009923"
"acaa1","ENSPFOG00000009965"
"esf1","ENSPFOG00000010101"
"ndufaf5","ENSPFOG00000010169"
"gas8(1of2)","ENSPFOG00000010321"
"kif16ba","ENSPFOG00000010427"
"snrpb2","ENSPFOG00000011001"
"APLF","ENSPFOG00000011041"
"FBXO48","ENSPFOG00000011080"
"cnrip1a","ENSPFOG00000024518"
"adgrb2","ENSPFOG00000008588"
"ensembl","ENSPFOG00000022458"
"ensembl","ENSPFOG00000000948"
"CFAP44","ENSPFOG00000001179"
"im:7148292","ENSPFOG00000001719"
"kcnv2a(1of2)","ENSPFOG00000002066"
"ensembl","ENSPFOG00000002268"
"n6amt1","ENSPFOG00000002291"
"gart","ENSPFOG00000002306"
"abcc4(1of2)","ENSPFOG00000002687"
"timmdc1","ENSPFOG00000003393"
"poglut1","ENSPFOG00000003508"
"CASQ2(2of2)","ENSPFOG00000003660"
"VANGL1(2of2)","ENSPFOG00000003871"
"nhlh2","ENSPFOG00000020651"
"ASIC1(1of2)","ENSPFOG00000001192"
"CELA1(1of2)","ENSPFOG00000001253"
"zgc:77816(2of2)","ENSPFOG00000021969"
"pck1","ENSPFOG00000001405"
"pmepa1","ENSPFOG00000001516"
"CCNDBP1","ENSPFOG00000001575"
"tgm8(1of5)","ENSPFOG00000001721"
"ensembl","ENSPFOG00000001953"
"nol8","ENSPFOG00000002057"
"cenpp","ENSPFOG00000002269"
"ogn","ENSPFOG00000002272"
"aspn","ENSPFOG00000002322"
"ecm2","ENSPFOG00000002371"
"si:dkey-49n23.1","ENSPFOG00000002436"
"ssuh2.1","ENSPFOG00000003077"
"ensembl","ENSPFOG00000003265"
"ensembl","ENSPFOG00000022606"
"ensembl","ENSPFOG00000021897"
"trrap","ENSPFOG00000001619"
"nptx2b","ENSPFOG00000002024"
"tmem130","ENSPFOG00000002037"
"baiap2l1a","ENSPFOG00000002098"
"ensembl","ENSPFOG00000021470"
"ensembl","ENSPFOG00000002559"
"FAM20C(2of2)","ENSPFOG00000023409"
"ensembl","ENSPFOG00000023014"
"ensembl","ENSPFOG00000003085"
"SYDE1","ENSPFOG00000003093"
"ensembl","ENSPFOG00000003179"
"si:ch1073-416j23.1","ENSPFOG00000003218"
"dpysl4","ENSPFOG00000003620"
"JAKMIP3","ENSPFOG00000024083"
"ensembl","ENSPFOG00000024498"
"dph3","ENSPFOG00000004226"
"pomca(2of2)","ENSPFOG00000004254"
"gbx2","ENSPFOG00000004268"
"agap1","ENSPFOG00000004340"
"faimb","ENSPFOG00000004988"
"ensembl","ENSPFOG00000005056"
"INHBB(2of2)","ENSPFOG00000005088"
"GLI2(1of2)","ENSPFOG00000005116"
"CLASP1(3of3)","ENSPFOG00000005373"
"U4atac","ENSPFOG00000021158"
"clcn4","ENSPFOG00000006075"
"ensembl","ENSPFOG00000006206"
"ensembl","ENSPFOG00000006222"
"ensembl","ENSPFOG00000006324"
"dnajc27","ENSPFOG00000006335"
"si:ch211-132f19.7","ENSPFOG00000006456"
"xdh","ENSPFOG00000006876"
"tspan7b","ENSPFOG00000007487"
"mid1ip1b","ENSPFOG00000020004"
"tmeff1b(1of2)","ENSPFOG00000000817"
"murca","ENSPFOG00000000890"
"ift57","ENSPFOG00000000970"
"TMEM71","ENSPFOG00000001105"
"si:ch73-138e16.5","ENSPFOG00000001144"
"ensembl","ENSPFOG00000023852"
"lrrc6","ENSPFOG00000001191"
"kcnq3","ENSPFOG00000001348"
"ftr98(60of77)","ENSPFOG00000022015"
"HHLA1","ENSPFOG00000001554"
"oc90","ENSPFOG00000023440"
"efr3a","ENSPFOG00000001898"
"adcy8","ENSPFOG00000002630"
"adrbk2(2of2)","ENSPFOG00000024051"
"cryba4","ENSPFOG00000016815"
"crybb1","ENSPFOG00000016843"
"acads","ENSPFOG00000016864"
"cldn5b","ENSPFOG00000020785"
"sept5b","ENSPFOG00000016894"
"mctp1b","ENSPFOG00000016959"
"arrdc3b","ENSPFOG00000017106"
"mef2ca","ENSPFOG00000017126"
"cetn3(1of2)","ENSPFOG00000017169"
"cetn3(2of2)","ENSPFOG00000017187"
"hapln1b","ENSPFOG00000017191"
"ensembl","ENSPFOG00000017200"
"xrcc4(2of2)","ENSPFOG00000017242"
"myo18ab(2of2)","ENSPFOG00000024602"
"ccny(1of2)","ENSPFOG00000001249"
"cremb","ENSPFOG00000001391"
"cul2","ENSPFOG00000001567"
"PARD3(2of2)","ENSPFOG00000001964"
"adck4(1of3)","ENSPFOG00000001709"
"adck4(2of3)","ENSPFOG00000001942"
"FBXO46(1of2)","ENSPFOG00000002063"
"slc5a2(1of2)","ENSPFOG00000002096"
"si:dkey-260j18.2","ENSPFOG00000002301"
"sars2","ENSPFOG00000002338"
"ensembl","ENSPFOG00000002620"
"psma6l","ENSPFOG00000002628"
"otx5","ENSPFOG00000002731"
"ensembl","ENSPFOG00000002767"
"ensembl","ENSPFOG00000002772"
"ensembl","ENSPFOG00000002790"
"gltscr2","ENSPFOG00000002839"
"ensembl","ENSPFOG00000020323"
"ATP5SL","ENSPFOG00000003055"
"sirt2","ENSPFOG00000003110"
"RINL","ENSPFOG00000003325"
"meis3","ENSPFOG00000003353"
"PRSS16","ENSPFOG00000003563"
"lpar5b(2of2)","ENSPFOG00000020324"
"itm2ca","ENSPFOG00000003845"
"cab39","ENSPFOG00000003922"
"ensembl","ENSPFOG00000003993"
"her8.2","ENSPFOG00000004012"
"HES6(2of3)","ENSPFOG00000004031"
"ensembl","ENSPFOG00000004126"
"ensembl","ENSPFOG00000021456"
"ensembl","ENSPFOG00000021770"
"ensembl","ENSPFOG00000023202"
"gria1a(2of2)","ENSPFOG00000001085"
"lonrf1","ENSPFOG00000001390"
"med7","ENSPFOG00000020655"
"itk","ENSPFOG00000001582"
"cyfip2","ENSPFOG00000001882"
"hmmr","ENSPFOG00000002144"
"insb","ENSPFOG00000022133"
"ensembl","ENSPFOG00000021250"
"ensembl","ENSPFOG00000019929"
"cebpa","ENSPFOG00000019930"
"si:ch211-262i1.3","ENSPFOG00000007539"
"nrd1b","ENSPFOG00000007584"
"rab3b","ENSPFOG00000008433"
"dbt","ENSPFOG00000008492"
"lrrc39","ENSPFOG00000008610"
"trmt13","ENSPFOG00000008675"
"map1sa","ENSPFOG00000008796"
"palm1a","ENSPFOG00000008845"
"med16","ENSPFOG00000008857"
"lppr3b","ENSPFOG00000009040"
"tmem259","ENSPFOG00000009147"
"grin3bb","ENSPFOG00000009241"
"wdr18","ENSPFOG00000009400"
"stx6","ENSPFOG00000009591"
"hug","ENSPFOG00000009739"
"ensembl","ENSPFOG00000018529"
"DENND1C","ENSPFOG00000018541"
"C3(3of6)","ENSPFOG00000018623"
"C3(6of6)","ENSPFOG00000024426"
"ensembl","ENSPFOG00000024113"
"si:ch211-113e8.5","ENSPFOG00000023933"
"ensembl","ENSPFOG00000018738"
"METRNL(2of2)","ENSPFOG00000018741"
"b3gntl1","ENSPFOG00000018750"
"epn3b","ENSPFOG00000018788"
"mycbpap","ENSPFOG00000018798"
"si:dkey-27j5.5","ENSPFOG00000018804"
"ensembl","ENSPFOG00000022860"
"ensembl","ENSPFOG00000018807"
"ensembl","ENSPFOG00000022954"
"ensembl","ENSPFOG00000018810"
"ensembl","ENSPFOG00000020551"
"slc25a10","ENSPFOG00000018814"
"ensembl","ENSPFOG00000021181"
"gcgrb","ENSPFOG00000018824"
"pom121","ENSPFOG00000001293"
"tbl2(2of2)","ENSPFOG00000001538"
"tbl2(1of2)","ENSPFOG00000001482"
"mybbp1a(1of2)","ENSPFOG00000001514"
"mybbp1a(2of2)","ENSPFOG00000001774"
"C11orf87","ENSPFOG00000020396"
"ensembl","ENSPFOG00000023298"
"ensembl","ENSPFOG00000024361"
"psmg1","ENSPFOG00000002313"
"TRPM1(2of4)","ENSPFOG00000022424"
"ensembl","ENSPFOG00000021082"
"ensembl","ENSPFOG00000002352"
"tppp3","ENSPFOG00000002362"
"ZDHHC1","ENSPFOG00000002447"
"hsd11b2","ENSPFOG00000002507"
"agrp","ENSPFOG00000002587"
"SBK1","ENSPFOG00000014318"
"RDH13","ENSPFOG00000014331"
"decr2","ENSPFOG00000014389"
"rab11fip3","ENSPFOG00000014436"
"telo2","ENSPFOG00000014534"
"ift140","ENSPFOG00000014726"
"tmem204","ENSPFOG00000014981"
"metrn","ENSPFOG00000015001"
"stub1","ENSPFOG00000015029"
"crp1","ENSPFOG00000015096"
"PRR35","ENSPFOG00000015101"
"si:ch73-103b11.2","ENSPFOG00000015109"
"ablim1b","ENSPFOG00000015202"
"im:7160594","ENSPFOG00000015260"
"EME2","ENSPFOG00000015305"
"spsb3b","ENSPFOG00000015334"
"nubp2","ENSPFOG00000015376"
"itm2ba","ENSPFOG00000000079"
"NEK5","ENSPFOG00000000085"
"alg11(1of2)","ENSPFOG00000000096"
"LCP1","ENSPFOG00000000115"
"cnot11","ENSPFOG00000000176"
"ABI2(1of2)","ENSPFOG00000000203"
"tmem237a","ENSPFOG00000000256"
"enox1","ENSPFOG00000000289"
"lacc1","ENSPFOG00000000380"
"lmln","ENSPFOG00000000411"
"ensembl","ENSPFOG00000020949"
"si:dkey-69o16.5","ENSPFOG00000000568"
"itgav","ENSPFOG00000000857"
"PDGFB(2of2)","ENSPFOG00000021719"
"cyth4b(1of2)","ENSPFOG00000003572"
"rac2","ENSPFOG00000003935"
"ensembl","ENSPFOG00000004032"
"SSTR3(1of2)","ENSPFOG00000004070"
"CUTA","ENSPFOG00000004087"
"CACNG2(1of2)","ENSPFOG00000004160"
"ift27","ENSPFOG00000004236"
"syngr1a","ENSPFOG00000024690"
"tab1","ENSPFOG00000004374"
"mgat3a","ENSPFOG00000004518"
"ensembl","ENSPFOG00000004622"
"TMPRSS6","ENSPFOG00000004655"
"ensembl","ENSPFOG00000024381"
"api5","ENSPFOG00000017065"
"samm50","ENSPFOG00000017109"
"EFCAB10","ENSPFOG00000017146"
"C12orf73","ENSPFOG00000017149"
"tdg.2","ENSPFOG00000017159"
"tdg.1","ENSPFOG00000017171"
"ensembl","ENSPFOG00000024516"
"ensembl","ENSPFOG00000017197"
"si:dkey-10o6.2","ENSPFOG00000017244"
"nucb2b","ENSPFOG00000023423"
"pik3c2a","ENSPFOG00000017261"
"rps13","ENSPFOG00000017379"
"SNORA19","ENSPFOG00000021137"
"ppp1r15b","ENSPFOG00000017382"
"plekha7a","ENSPFOG00000017400"
"C11orf58","ENSPFOG00000017489"
"ensembl","ENSPFOG00000017501"
"5S_rRNA","ENSPFOG00000021384"
"5S_rRNA","ENSPFOG00000021524"
"mmp17b","ENSPFOG00000008673"
"FCHSD1","ENSPFOG00000008797"
"rell2","ENSPFOG00000009119"
"trappc11","ENSPFOG00000009161"
"spdl1","ENSPFOG00000009832"
"SIL1(2of2)","ENSPFOG00000009908"
"ensembl","ENSPFOG00000010013"
"uvssa","ENSPFOG00000010045"
"ensembl","ENSPFOG00000023455"
"nkx1.2lb","ENSPFOG00000010222"
"ensembl","ENSPFOG00000023027"
"ensembl","ENSPFOG00000000215"
"nup98","ENSPFOG00000000270"
"ensembl","ENSPFOG00000024779"
"ensembl","ENSPFOG00000023243"
"rnasekb","ENSPFOG00000000459"
"zgc:92664","ENSPFOG00000000481"
"ensembl","ENSPFOG00000000532"
"ensembl","ENSPFOG00000000538"
"med31","ENSPFOG00000000575"
"slc13a5a","ENSPFOG00000000637"
"serpinf2a","ENSPFOG00000000887"
"serpinf1","ENSPFOG00000000991"
"slco2b1","ENSPFOG00000001243"
"or115-15(1of7)","ENSPFOG00000001628"
"or115-15(3of7)","ENSPFOG00000020980"
"or115-15(7of7)","ENSPFOG00000023167"
"or115-15(6of7)","ENSPFOG00000023039"
"or115-1","ENSPFOG00000024290"
"or115-15(2of7)","ENSPFOG00000001636"
"ensembl","ENSPFOG00000024536"
"ensembl","ENSPFOG00000001696"
"ensembl","ENSPFOG00000022371"
"or115-15(4of7)","ENSPFOG00000021820"
"ensembl","ENSPFOG00000001792"
"or115-15(5of7)","ENSPFOG00000022683"
"ensembl","ENSPFOG00000001855"
"siah2l","ENSPFOG00000001984"
"rbmx2","ENSPFOG00000022525"
"ap4m1","ENSPFOG00000002084"
"arrb2a","ENSPFOG00000002404"
"taf9","ENSPFOG00000002806"
"ensembl","ENSPFOG00000020981"
"ensembl","ENSPFOG00000003940"
"selk","ENSPFOG00000004067"
"actr8","ENSPFOG00000004085"
"IL17RB","ENSPFOG00000004220"
"chdh","ENSPFOG00000004229"
"cacna1db","ENSPFOG00000004454"
"dcp1a","ENSPFOG00000024583"
"TKT(1of2)","ENSPFOG00000005712"
"ensembl","ENSPFOG00000019989"
"ensembl","ENSPFOG00000005985"
"nsun5","ENSPFOG00000006001"
"mybl2a","ENSPFOG00000023749"
"sgk2a","ENSPFOG00000006044"
"l3mbtl1a","ENSPFOG00000022630"
"srsf6b","ENSPFOG00000006437"
"eif2s2","ENSPFOG00000006517"
"chmp4bb","ENSPFOG00000006622"
"VAPB(1of2)","ENSPFOG00000006715"
"ensembl","ENSPFOG00000006804"
"si:dkey-11f4.7(1of2)","ENSPFOG00000007090"
"PRELID3B(2of3)","ENSPFOG00000007825"
"si:dkey-11f4.7(2of2)","ENSPFOG00000024220"
"PRELID3B(3of3)","ENSPFOG00000007846"
"bpifcl","ENSPFOG00000007897"
"ensembl","ENSPFOG00000008170"
"actr5","ENSPFOG00000008196"
"ensembl","ENSPFOG00000021962"
"ensembl","ENSPFOG00000019905"
"ensembl","ENSPFOG00000002881"
"fgf11a","ENSPFOG00000008254"
"chrnb1","ENSPFOG00000008321"
"chrnb1l","ENSPFOG00000008450"
"cldn7a","ENSPFOG00000008652"
"ponzr5","ENSPFOG00000008727"
"ugt5g1(2of2)","ENSPFOG00000019945"
"ugt5g1(1of2)","ENSPFOG00000008729"
"ensembl","ENSPFOG00000008736"
"PTGDR2(2of2)","ENSPFOG00000019947"
"mus81","ENSPFOG00000008744"
"ovol1","ENSPFOG00000008841"
"CMAS(1of3)","ENSPFOG00000008879"
"CMAS(2of3)","ENSPFOG00000008883"
"ensembl","ENSPFOG00000008987"
"ensembl","ENSPFOG00000008994"
"ensembl","ENSPFOG00000018342"
"hectd1","ENSPFOG00000018359"
"ap4s1","ENSPFOG00000018416"
"strn3","ENSPFOG00000018432"
"scfd1","ENSPFOG00000018476"
"g2e3","ENSPFOG00000018499"
"ehd4","ENSPFOG00000018511"
"slc3a2b","ENSPFOG00000018522"
"zgc:109986","ENSPFOG00000018534"
"baz1a","ENSPFOG00000018550"
"cfl2","ENSPFOG00000018584"
"snx6","ENSPFOG00000018600"
"psma3","ENSPFOG00000018619"
"arid4a","ENSPFOG00000018637"
"SNORD53_SNORD92","ENSPFOG00000021469"
"SNORD53_SNORD92","ENSPFOG00000021315"
"SNORD53_SNORD92","ENSPFOG00000021402"
"SNORD53_SNORD92","ENSPFOG00000021051"
"timm9","ENSPFOG00000018642"
"si:ch211-185a18.2","ENSPFOG00000023947"
"dact1","ENSPFOG00000023754"
"dkc1","ENSPFOG00000018653"
"SNORD83","ENSPFOG00000021325"
"SNORA56","ENSPFOG00000021039"
"im:7136021(2of3)","ENSPFOG00000018672"
"cinp","ENSPFOG00000018677"
"slc35c2(2of2)","ENSPFOG00000022208"
"dpm1(2of2)","ENSPFOG00000024302"
"adnpb","ENSPFOG00000001853"
"pard6b","ENSPFOG00000001986"
"arfgef2","ENSPFOG00000002089"
"BCL2L1(1of2)","ENSPFOG00000002526"
"cox4i2","ENSPFOG00000002541"
"FAM110A(1of2)","ENSPFOG00000002577"
"nsfl1c","ENSPFOG00000002588"
"ensembl","ENSPFOG00000020354"
"fkbp1ab","ENSPFOG00000002661"
"sdcbp2","ENSPFOG00000002667"
"snphb","ENSPFOG00000002742"
"ntsr1(2of2)","ENSPFOG00000023470"
"zbtb44","ENSPFOG00000015752"
"adamts15b","ENSPFOG00000015796"
"adamts15b","ENSPFOG00000015892"
"ensembl","ENSPFOG00000024397"
